H K L Icalc Imeasured Err
7.759999999999999787e+00 1.000000000000000000e+00 -2.450000000000000000e+01 4.648236000642795034e+02 4.585197658319957554e+02 1.432999885511160869e+02
8.240000000000000213e+00 1.000000000000000000e+00 -2.350000000000000000e+01 3.103799160321370323e+02 1.126894259080290794e+02 1.513156430384016744e+02
7.759999999999999787e+00 1.000000000000000000e+00 -2.350000000000000000e+01 3.458121614617605246e+02 4.268542219342198223e+02 1.425009320144959588e+02
8.240000000000000213e+00 1.000000000000000000e+00 -2.250000000000000000e+01 5.494781846525041828e+02 6.370817164374166168e+02 1.490008976156589711e+02
7.759999999999999787e+00 1.000000000000000000e+00 -2.250000000000000000e+01 1.641579903682639596e+01 4.608563092950498685e+01 1.394945079226892517e+02
8.240000000000000213e+00 1.000000000000000000e+00 -2.150000000000000000e+01 2.217636357011432722e+02 2.427243875095155090e+02 1.407151585984075837e+02
7.759999999999999787e+00 1.000000000000000000e+00 -2.150000000000000000e+01 3.638223722957432926e+01 -2.741489839134737849e+02 1.449917494958764905e+02
8.240000000000000213e+00 1.000000000000000000e+00 -2.050000000000000000e+01 1.220582159277548158e+02 1.517820305614732206e+02 1.460264651206246356e+02
7.759999999999999787e+00 1.000000000000000000e+00 -2.050000000000000000e+01 6.142352970185845606e+02 7.323450312840286642e+02 1.487422923423260954e+02
8.240000000000000213e+00 1.000000000000000000e+00 -1.950000000000000000e+01 2.941755638738626999e+02 1.390740012239839416e+02 1.450386667194303811e+02
7.759999999999999787e+00 1.000000000000000000e+00 -1.950000000000000000e+01 8.021139968952450090e+02 7.498766812356188893e+02 1.581546970631128488e+02
8.240000000000000213e+00 1.000000000000000000e+00 -1.850000000000000000e+01 3.538458845716293411e+01 -4.557552050985395908e+01 1.462861934381539584e+02
7.759999999999999787e+00 1.000000000000000000e+00 -1.850000000000000000e+01 6.695048309906072248e+00 5.015880013396963477e+01 1.473935394403363830e+02
8.240000000000000213e+00 1.000000000000000000e+00 -1.650000000000000000e+01 5.871287860875514752e+02 9.460437712045386434e+02 1.611587711337495250e+02
7.759999999999999787e+00 1.000000000000000000e+00 -1.650000000000000000e+01 2.914420558110754769e+02 6.065532748876721598e+02 1.462540509528815846e+02
8.240000000000000213e+00 1.000000000000000000e+00 -1.450000000000000000e+01 1.378346669181300399e+02 1.278096927495207638e+02 1.491119742320347541e+02
7.759999999999999787e+00 1.000000000000000000e+00 -1.450000000000000000e+01 2.154596018202563812e+02 3.734097960250219330e+02 1.410337670116628601e+02
8.240000000000000213e+00 1.000000000000000000e+00 -1.350000000000000000e+01 1.979154138284562947e+01 5.846520475397119299e+01 1.420704801106829507e+02
7.759999999999999787e+00 1.000000000000000000e+00 -1.350000000000000000e+01 4.575039999779018558e+02 3.825996427754434990e+02 1.435795958522591604e+02
8.240000000000000213e+00 1.000000000000000000e+00 -1.250000000000000000e+01 1.307959844372599889e+02 8.461495068529620767e+01 1.436668985339872791e+02
7.759999999999999787e+00 1.000000000000000000e+00 -1.250000000000000000e+01 2.084843146462739298e+02 2.363902492842171341e+02 1.508227889673009656e+02
8.240000000000000213e+00 1.000000000000000000e+00 -1.050000000000000000e+01 2.034211950064506169e+01 -2.103236726354807615e+02 1.562833276956470456e+02
7.759999999999999787e+00 1.000000000000000000e+00 -1.050000000000000000e+01 1.475281258480057716e+02 1.401846901967655867e+02 1.446400907749127498e+02
8.240000000000000213e+00 1.000000000000000000e+00 -9.500000000000000000e+00 2.602846941084793642e+01 3.244697081576305209e+01 1.554381174340863083e+02
7.759999999999999787e+00 1.000000000000000000e+00 -9.500000000000000000e+00 1.002236122749538083e+02 7.414243734703632072e+01 1.449647200356694725e+02
8.240000000000000213e+00 1.000000000000000000e+00 -8.500000000000000000e+00 4.254041367281578232e+02 6.267285949331853772e+02 1.553445594990823793e+02
7.759999999999999787e+00 1.000000000000000000e+00 -8.500000000000000000e+00 3.222596388878900875e+00 9.291888014646247029e+01 1.447585569916306554e+02
8.240000000000000213e+00 1.000000000000000000e+00 -4.500000000000000000e+00 3.959454594383338843e+01 8.407572687044739723e+01 1.496779876935817128e+02
7.759999999999999787e+00 1.000000000000000000e+00 -4.500000000000000000e+00 3.502502638167859228e+00 -1.404176838542334735e+02 1.502720579690382863e+02
8.240000000000000213e+00 1.000000000000000000e+00 -2.500000000000000000e+00 3.268241761897287745e+01 -5.371968265483155847e+01 1.529693788291467058e+02
7.759999999999999787e+00 1.000000000000000000e+00 -2.500000000000000000e+00 2.405110977408651429e+00 -3.403801213754341006e+02 1.517014955430565237e+02
8.240000000000000213e+00 1.000000000000000000e+00 -1.500000000000000000e+00 3.718464297527497564e+01 1.775678214331855997e+01 1.555937953387860091e+02
7.759999999999999787e+00 1.000000000000000000e+00 -1.500000000000000000e+00 5.588826029429122322e+00 6.271649801329476759e+01 1.492916802083126413e+02
8.240000000000000213e+00 1.000000000000000000e+00 5.000000000000000000e-01 2.417347448208514606e+02 3.677104930630302988e+02 1.481722064223816346e+02
7.759999999999999787e+00 1.000000000000000000e+00 5.000000000000000000e-01 2.441436775553556231e+02 2.405870446417247877e+02 1.453344746551836124e+02
8.240000000000000213e+00 1.000000000000000000e+00 1.500000000000000000e+00 3.718464297506387339e+01 6.347332410936360247e+01 1.535673953898949549e+02
7.759999999999999787e+00 1.000000000000000000e+00 1.500000000000000000e+00 5.588826029396698480e+00 -6.795201522790011950e+01 1.501692983021324608e+02
8.240000000000000213e+00 1.000000000000000000e+00 2.500000000000000000e+00 3.268241761947794544e+01 5.766059112222865224e+01 1.562655115583890506e+02
7.759999999999999787e+00 1.000000000000000000e+00 2.500000000000000000e+00 2.405110977259766969e+00 -2.005093610963085666e+02 1.496977123843707318e+02
8.240000000000000213e+00 1.000000000000000000e+00 3.500000000000000000e+00 4.077501407937266009e+01 -1.405527850131038576e+02 1.494245698138942942e+02
7.759999999999999787e+00 1.000000000000000000e+00 3.500000000000000000e+00 9.996336476042316121e+00 -2.813147494292352349e+02 1.520081152092227796e+02
8.240000000000000213e+00 1.000000000000000000e+00 4.500000000000000000e+00 3.959454594368755664e+01 7.784940552536863834e+01 1.501224304193329431e+02
7.759999999999999787e+00 1.000000000000000000e+00 4.500000000000000000e+00 3.502502638296779658e+00 -1.294260748166125268e+02 1.509006903070311978e+02
8.240000000000000213e+00 1.000000000000000000e+00 5.500000000000000000e+00 3.762248603758702181e+00 -2.777456454120692797e+01 1.515219343390098743e+02
7.759999999999999787e+00 1.000000000000000000e+00 5.500000000000000000e+00 3.056469294440685758e+02 3.240870619816705585e+02 1.538835702866910253e+02
8.240000000000000213e+00 1.000000000000000000e+00 6.500000000000000000e+00 2.693792378806529442e+01 -7.928178586182184517e+01 1.496163304481645753e+02
7.759999999999999787e+00 1.000000000000000000e+00 6.500000000000000000e+00 3.063537559704100204e+02 3.400801641480065882e+02 1.479870805945741381e+02
8.240000000000000213e+00 1.000000000000000000e+00 7.500000000000000000e+00 3.000681544804835994e+02 2.346425637678476050e+02 1.496473901226503074e+02
7.759999999999999787e+00 1.000000000000000000e+00 7.500000000000000000e+00 6.647928562715368628e+01 -4.469421690562739968e+01 1.467106343131765129e+02
8.240000000000000213e+00 1.000000000000000000e+00 8.500000000000000000e+00 4.254041367268488898e+02 7.082904509523650631e+02 1.541076379109744323e+02
7.759999999999999787e+00 1.000000000000000000e+00 8.500000000000000000e+00 3.222596388830293535e+00 -1.034847954860597383e+02 1.453224593361260304e+02
8.240000000000000213e+00 1.000000000000000000e+00 9.500000000000000000e+00 2.602846941092007071e+01 4.141175995286903344e+01 1.550553427011835481e+02
7.759999999999999787e+00 1.000000000000000000e+00 9.500000000000000000e+00 1.002236122759060208e+02 8.668492502783192322e+01 1.428532108571839103e+02
8.240000000000000213e+00 1.000000000000000000e+00 1.050000000000000000e+01 2.034211950063935603e+01 1.970521199703216553e+01 1.594620845725913796e+02
7.759999999999999787e+00 1.000000000000000000e+00 1.050000000000000000e+01 1.475281258496273153e+02 1.017663963992381468e+02 1.505444711293384898e+02
8.240000000000000213e+00 1.000000000000000000e+00 1.250000000000000000e+01 1.307959844378940204e+02 1.596234405339928344e+02 1.451917467051110293e+02
7.759999999999999787e+00 1.000000000000000000e+00 1.250000000000000000e+01 2.084843146469798398e+02 2.644984900661947904e+02 1.529610962002541612e+02
8.240000000000000213e+00 1.000000000000000000e+00 1.350000000000000000e+01 1.979154138288646081e+01 -1.497282433438231237e+02 1.431131807652003545e+02
7.759999999999999787e+00 1.000000000000000000e+00 1.350000000000000000e+01 4.575039999793057746e+02 4.683476846403755189e+02 1.457795363439148844e+02
8.240000000000000213e+00 1.000000000000000000e+00 1.450000000000000000e+01 1.378346669176711998e+02 -1.196140315467491746e+02 1.481877636016212989e+02
7.759999999999999787e+00 1.000000000000000000e+00 1.450000000000000000e+01 2.154596018189552922e+02 3.531762751445639879e+02 1.429925287602467847e+02
8.240000000000000213e+00 1.000000000000000000e+00 1.650000000000000000e+01 5.871287860873493401e+02 9.033141059721820056e+02 1.599324686586498103e+02
7.759999999999999787e+00 1.000000000000000000e+00 1.650000000000000000e+01 2.914420558124622858e+02 2.807637214778224006e+02 1.504323586574710419e+02
8.240000000000000213e+00 1.000000000000000000e+00 1.850000000000000000e+01 3.538458845722676216e+01 -1.466191667052917182e+02 1.446709223764402452e+02
7.759999999999999787e+00 1.000000000000000000e+00 1.850000000000000000e+01 6.695048309901268091e+00 -4.982809431452187710e+02 1.511189127185938901e+02
8.240000000000000213e+00 1.000000000000000000e+00 1.950000000000000000e+01 2.941755638739554684e+02 2.648899604827165604e+02 1.488667740170720606e+02
7.759999999999999787e+00 1.000000000000000000e+00 1.950000000000000000e+01 8.021139968965720755e+02 9.239172310354188085e+02 1.599375305295008047e+02
8.240000000000000213e+00 1.000000000000000000e+00 2.350000000000000000e+01 3.103799160307301008e+02 1.294421954191057011e+02 1.513319129706634669e+02
7.759999999999999787e+00 1.000000000000000000e+00 2.350000000000000000e+01 3.458121614619752222e+02 2.639318819588224869e+02 1.396148103326615342e+02
9.240000000000000213e+00 1.000000000000000000e+00 -2.150000000000000000e+01 1.500139153028865380e+01 -7.258537107426673174e+01 1.481179982522380669e+02
8.759999999999999787e+00 1.000000000000000000e+00 -2.150000000000000000e+01 1.479905581068163940e+02 1.767161452181171626e+02 1.405331158148320583e+02
9.240000000000000213e+00 1.000000000000000000e+00 -2.050000000000000000e+01 3.309726506003904234e+01 5.207295619132491993e+01 1.489049926866394458e+02
8.759999999999999787e+00 1.000000000000000000e+00 -2.050000000000000000e+01 1.410209134671681568e+02 2.293554844532627612e+02 1.388422901845291904e+02
9.240000000000000213e+00 1.000000000000000000e+00 -1.950000000000000000e+01 6.393658928101610854e+02 6.620723557341261767e+02 1.498248308306637568e+02
8.759999999999999787e+00 1.000000000000000000e+00 -1.950000000000000000e+01 1.157838261841712324e+02 1.882529555547225755e+02 1.409343916531157106e+02
9.240000000000000213e+00 1.000000000000000000e+00 -1.750000000000000000e+01 1.756729029625423211e+00 -1.394284515054896474e+02 1.454445367872234556e+02
8.759999999999999787e+00 1.000000000000000000e+00 -1.750000000000000000e+01 3.954583865413621311e+02 3.417593733549583703e+02 1.421001311245876479e+02
9.240000000000000213e+00 1.000000000000000000e+00 -1.650000000000000000e+01 3.341254740569917914e+01 1.220581299846526235e+02 1.443094074484577618e+02
8.759999999999999787e+00 1.000000000000000000e+00 -1.650000000000000000e+01 6.030575234303070147e+02 5.126395078010391444e+02 1.459616414721689921e+02
9.240000000000000213e+00 1.000000000000000000e+00 -1.550000000000000000e+01 1.251807273907779035e+02 2.546986912039574236e+02 1.430570595397670672e+02
8.759999999999999787e+00 1.000000000000000000e+00 -1.550000000000000000e+01 4.041860879112628169e+01 2.171659184089949122e+02 1.486762686228436792e+02
9.240000000000000213e+00 1.000000000000000000e+00 -1.250000000000000000e+01 1.723225418711438977e+02 1.078311905282898806e+02 1.557305293758983566e+02
8.759999999999999787e+00 1.000000000000000000e+00 -1.250000000000000000e+01 1.038091261177761737e+02 6.055882861529244110e+01 1.462309101577381227e+02
9.240000000000000213e+00 1.000000000000000000e+00 -1.150000000000000000e+01 3.346912361363745845e+02 3.444287183622291195e+02 1.473965389383940874e+02
8.759999999999999787e+00 1.000000000000000000e+00 -1.150000000000000000e+01 5.808399062730556039e+01 1.566110303497407585e+01 1.434738875993797365e+02
9.240000000000000213e+00 1.000000000000000000e+00 -1.050000000000000000e+01 1.740315908370779425e+02 2.900971511234529316e+02 1.458589992295641764e+02
8.759999999999999787e+00 1.000000000000000000e+00 -1.050000000000000000e+01 1.938145403963716547e+02 3.760914679849520326e+02 1.440956645665475833e+02
9.240000000000000213e+00 1.000000000000000000e+00 -9.500000000000000000e+00 1.058325336893993374e+01 1.168512851721607149e+01 1.469381779014562426e+02
8.759999999999999787e+00 1.000000000000000000e+00 -9.500000000000000000e+00 2.470277719372074898e+02 1.999262236205395311e+02 1.467122502553893639e+02
9.240000000000000213e+00 1.000000000000000000e+00 -7.500000000000000000e+00 1.613047011185937052e+01 -4.774169155326671898e+01 1.473527276068290348e+02
8.759999999999999787e+00 1.000000000000000000e+00 -7.500000000000000000e+00 3.685929014025731476e+01 -9.181259765382856131e+01 1.522971631729583919e+02
9.240000000000000213e+00 1.000000000000000000e+00 -6.500000000000000000e+00 1.028007425548006992e+01 6.673049440316390246e+01 1.500191003464225616e+02
8.759999999999999787e+00 1.000000000000000000e+00 -6.500000000000000000e+00 3.594825569400713761e+01 -1.121657927031628788e+02 1.447480299952299845e+02
9.240000000000000213e+00 1.000000000000000000e+00 -5.500000000000000000e+00 1.795301451160433430e+02 8.433997414959594607e+01 1.512946667000360605e+02
8.759999999999999787e+00 1.000000000000000000e+00 -5.500000000000000000e+00 3.221273655197457592e-02 7.910216093082271982e+01 1.489467842259442705e+02
9.240000000000000213e+00 1.000000000000000000e+00 -4.500000000000000000e+00 1.670282211771490495e+02 4.884417645807843655e+01 1.558530332356415897e+02
8.759999999999999787e+00 1.000000000000000000e+00 -4.500000000000000000e+00 2.233236860114840638e+01 2.042298352764919400e+01 1.461053905790269027e+02
9.240000000000000213e+00 1.000000000000000000e+00 -2.500000000000000000e+00 1.136471618009080515e+02 1.880119693922461011e+02 1.488039700206801683e+02
8.759999999999999787e+00 1.000000000000000000e+00 -2.500000000000000000e+00 2.310173036907676192e+02 3.841525079775601625e+01 1.447466950948867748e+02
9.240000000000000213e+00 1.000000000000000000e+00 -1.500000000000000000e+00 3.517681388378905982e+00 2.612490285172534641e+02 1.493118801230232009e+02
8.759999999999999787e+00 1.000000000000000000e+00 -1.500000000000000000e+00 5.750475655756548399e-01 -4.465606583800399676e+01 1.474556259395513393e+02
9.240000000000000213e+00 1.000000000000000000e+00 1.500000000000000000e+00 3.517681388378287810e+00 6.268222260219044983e+01 1.519718911029620187e+02
8.759999999999999787e+00 1.000000000000000000e+00 1.500000000000000000e+00 5.750475655463601621e-01 9.413741940639010863e+01 1.479180463929887424e+02
9.240000000000000213e+00 1.000000000000000000e+00 4.500000000000000000e+00 1.670282211775013934e+02 2.055500033439602703e+02 1.476419847730660422e+02
8.759999999999999787e+00 1.000000000000000000e+00 4.500000000000000000e+00 2.233236860106582355e+01 -5.772451606462709606e+01 1.460697166844688013e+02
9.240000000000000213e+00 1.000000000000000000e+00 5.500000000000000000e+00 1.795301451163186073e+02 -6.306970983627252281e+01 1.534327516159305276e+02
8.759999999999999787e+00 1.000000000000000000e+00 5.500000000000000000e+00 3.221273656106628941e-02 1.866022557168616913e+01 1.468672653031035225e+02
9.240000000000000213e+00 1.000000000000000000e+00 1.250000000000000000e+01 1.723225418710223096e+02 1.271657305523403920e+02 1.513958590662944630e+02
8.759999999999999787e+00 1.000000000000000000e+00 1.250000000000000000e+01 1.038091261183413394e+02 -1.402931247344531585e+01 1.465764745022432862e+02
9.240000000000000213e+00 1.000000000000000000e+00 1.550000000000000000e+01 1.251807273897325246e+02 1.146263305336760823e+02 1.405681194180089051e+02
8.759999999999999787e+00 1.000000000000000000e+00 1.550000000000000000e+01 4.041860879075095880e+01 5.488667660683859140e+00 1.493507059782449176e+02
-3.759999999999999787e+00 1.000000000000000000e+00 1.950000000000000000e+01 1.755825664854504566e+03 1.557446958631160669e+03 1.660806703457690219e+02
-4.240000000000000213e+00 1.000000000000000000e+00 1.950000000000000000e+01 9.885063958070990111e+02 1.191571245500177611e+03 1.505310780827334725e+02
-2.759999999999999787e+00 1.000000000000000000e+00 1.050000000000000000e+01 8.678250291331357857e+01 1.119593697554373648e+03 1.553948536692093967e+02
-3.240000000000000213e+00 1.000000000000000000e+00 1.050000000000000000e+01 1.547118338882588375e+02 2.161973997230961686e+02 1.427467436143465989e+02
-2.759999999999999787e+00 1.000000000000000000e+00 1.350000000000000000e+01 1.094201737858280012e+03 8.649243987692752853e+02 1.528971199757372688e+02
-3.240000000000000213e+00 1.000000000000000000e+00 1.350000000000000000e+01 1.013376238221547624e+03 5.524401616354007274e+02 1.671557271210741362e+02
-2.759999999999999787e+00 1.000000000000000000e+00 1.550000000000000000e+01 2.641314037458635653e+02 4.973920425863179844e+02 1.480283571862161693e+02
-3.240000000000000213e+00 1.000000000000000000e+00 1.550000000000000000e+01 3.903972652776865289e+02 7.878246848586131819e+02 1.494042727593491691e+02
-2.759999999999999787e+00 1.000000000000000000e+00 1.750000000000000000e+01 7.839875838001554484e+02 1.207288364366133465e+03 1.521465037184555342e+02
-3.240000000000000213e+00 1.000000000000000000e+00 1.750000000000000000e+01 1.649961088724022886e+02 9.612037657119799405e+01 1.545949028408601862e+02
-2.759999999999999787e+00 1.000000000000000000e+00 1.850000000000000000e+01 3.602199917385181038e+02 8.509783070906996727e+01 1.605364602765521340e+02
-3.240000000000000213e+00 1.000000000000000000e+00 1.850000000000000000e+01 9.122141093318831508e+02 9.519748502116417512e+02 1.505928583445277411e+02
-1.760000000000000009e+00 1.000000000000000000e+00 -1.350000000000000000e+01 5.418397533204259844e+02 3.724564819959414308e+02 1.455665655293137775e+02
-2.240000000000000213e+00 1.000000000000000000e+00 -1.350000000000000000e+01 7.857268549746231656e+01 2.922810980647118413e+02 1.463574324961838045e+02
-1.760000000000000009e+00 1.000000000000000000e+00 -1.150000000000000000e+01 1.027571147586913867e+03 1.208574052817246411e+03 1.761098068322715449e+02
-2.240000000000000213e+00 1.000000000000000000e+00 -1.150000000000000000e+01 9.623193653340466653e+02 7.306938168108463287e+02 1.674129554611888580e+02
-1.760000000000000009e+00 1.000000000000000000e+00 1.150000000000000000e+01 1.027571147586895904e+03 1.344198890507279430e+03 1.858739492236607020e+02
-2.240000000000000213e+00 1.000000000000000000e+00 1.150000000000000000e+01 9.623193653333293014e+02 8.816645077153225429e+02 1.580618698089453744e+02
-1.760000000000000009e+00 1.000000000000000000e+00 1.250000000000000000e+01 8.685127879426410118e+02 1.153021697638334444e+03 1.548949366707963122e+02
-2.240000000000000213e+00 1.000000000000000000e+00 1.250000000000000000e+01 7.736475773865139445e+02 5.402996138800808694e+02 1.412033661957107995e+02
-1.760000000000000009e+00 1.000000000000000000e+00 1.450000000000000000e+01 1.219847806715043816e+02 3.951993377113685710e+02 1.420448597714820380e+02
-2.240000000000000213e+00 1.000000000000000000e+00 1.450000000000000000e+01 8.988858362857802931e+00 1.105807007870753296e+02 1.495381104748050518e+02
-1.760000000000000009e+00 1.000000000000000000e+00 1.550000000000000000e+01 9.962955626084492451e+02 8.570441725755772495e+02 1.511970817193188168e+02
-2.240000000000000213e+00 1.000000000000000000e+00 1.550000000000000000e+01 1.313003147304529648e+03 1.278734987535826804e+03 1.578916071138780808e+02
-1.760000000000000009e+00 1.000000000000000000e+00 1.650000000000000000e+01 1.678667174282873475e+03 1.617750537315921974e+03 1.514073455612188468e+02
-2.240000000000000213e+00 1.000000000000000000e+00 1.650000000000000000e+01 1.965148047800358654e+03 2.254048654797894415e+03 1.690092945939184688e+02
-1.760000000000000009e+00 1.000000000000000000e+00 1.750000000000000000e+01 1.687806506648097837e+00 -4.326971088217605939e+02 1.568553930099618583e+02
-2.240000000000000213e+00 1.000000000000000000e+00 1.750000000000000000e+01 2.941261733551006685e+01 -2.417218230238449905e+02 1.542237770020062158e+02
-1.760000000000000009e+00 1.000000000000000000e+00 1.950000000000000000e+01 2.140930958091293633e+03 1.635599701438906777e+03 1.593255531099364362e+02
-2.240000000000000213e+00 1.000000000000000000e+00 1.950000000000000000e+01 1.595924136803527290e+03 1.647002857201499864e+03 1.474263860633628553e+02
-7.600000000000000089e-01 1.000000000000000000e+00 -1.850000000000000000e+01 6.761229826882873795e+02 1.373293159201835806e+03 1.580372162458893683e+02
-1.239999999999999991e+00 1.000000000000000000e+00 -1.850000000000000000e+01 9.080832849372123974e+02 8.493794916759143234e+02 1.536612230993069943e+02
-7.600000000000000089e-01 1.000000000000000000e+00 -1.750000000000000000e+01 6.809368303686489980e+02 3.690069239858894434e+02 1.534583743438265344e+02
-1.239999999999999991e+00 1.000000000000000000e+00 -1.750000000000000000e+01 4.154947908491249109e+02 1.927055960401048651e+02 1.558058374528213790e+02
-7.600000000000000089e-01 1.000000000000000000e+00 -1.650000000000000000e+01 1.429661514441922463e+03 1.323689395278805023e+03 1.466284966015303723e+02
-1.239999999999999991e+00 1.000000000000000000e+00 -1.650000000000000000e+01 1.033009401198649357e+03 8.934610956175602041e+02 1.413331060827575527e+02
-7.600000000000000089e-01 1.000000000000000000e+00 -1.450000000000000000e+01 4.828166425093365319e+02 5.751159111181950720e+02 1.605645983222173356e+02
-1.239999999999999991e+00 1.000000000000000000e+00 -1.450000000000000000e+01 5.511775992658083396e+02 1.927144002746495971e+03 1.572488262575431861e+02
-7.600000000000000089e-01 1.000000000000000000e+00 -1.350000000000000000e+01 1.459565924728315622e+03 2.022757932029846415e+03 1.560242243811838421e+02
-1.239999999999999991e+00 1.000000000000000000e+00 -1.350000000000000000e+01 1.407441352305576174e+03 1.839737485261459369e+03 1.669838362312352729e+02
-7.600000000000000089e-01 1.000000000000000000e+00 -1.250000000000000000e+01 1.026016725826708580e+03 1.593465415176215174e+03 1.427752413104246898e+02
-1.239999999999999991e+00 1.000000000000000000e+00 -1.250000000000000000e+01 1.022384082040475164e+03 2.071945057450895547e+03 1.626357185649112012e+02
-7.600000000000000089e-01 1.000000000000000000e+00 -1.150000000000000000e+01 1.118587288326530427e+02 -1.158006828973266238e+02 1.390293921262694710e+02
-1.239999999999999991e+00 1.000000000000000000e+00 -1.150000000000000000e+01 3.470510471643682990e+02 4.018310463729358162e+02 1.495613377514389697e+02
-7.600000000000000089e-01 1.000000000000000000e+00 -1.050000000000000000e+01 4.140286236848561785e+00 1.109369677301028787e+02 1.550210356189604397e+02
-1.239999999999999991e+00 1.000000000000000000e+00 -1.050000000000000000e+01 4.703491499065408732e+01 5.021625380355544621e+01 1.432808921751257003e+02
-7.600000000000000089e-01 1.000000000000000000e+00 1.050000000000000000e+01 4.140286236867519953e+00 3.583605190605412645e+02 1.459720850346907923e+02
-1.239999999999999991e+00 1.000000000000000000e+00 1.050000000000000000e+01 4.703491499050900160e+01 -1.638818095726946922e+02 1.392185009818199433e+02
-7.600000000000000089e-01 1.000000000000000000e+00 1.250000000000000000e+01 1.026016725823983506e+03 1.279551399933849098e+03 1.447795590671641719e+02
-1.239999999999999991e+00 1.000000000000000000e+00 1.250000000000000000e+01 1.022384082044449542e+03 6.103115466043691413e+02 1.520514681777749502e+02
-7.600000000000000089e-01 1.000000000000000000e+00 1.350000000000000000e+01 1.459565924723158332e+03 1.385621443705065758e+03 1.549131698177386056e+02
-1.239999999999999991e+00 1.000000000000000000e+00 1.350000000000000000e+01 1.407441352309484728e+03 9.825827292774192756e+02 1.655498282204391103e+02
-7.600000000000000089e-01 1.000000000000000000e+00 1.450000000000000000e+01 4.828166425103130450e+02 1.296607077782813576e+03 1.581155197256898077e+02
-1.239999999999999991e+00 1.000000000000000000e+00 1.450000000000000000e+01 5.511775992637107038e+02 7.342263906670523284e+02 1.504712324561575372e+02
-7.600000000000000089e-01 1.000000000000000000e+00 1.850000000000000000e+01 6.761229826868591317e+02 1.001333766172861942e+03 1.571532580451512331e+02
-1.239999999999999991e+00 1.000000000000000000e+00 1.850000000000000000e+01 9.080832849350854303e+02 1.022858127648065420e+03 1.527283946854539067e+02
-7.600000000000000089e-01 1.000000000000000000e+00 1.950000000000000000e+01 1.459682708046555945e+03 1.282221399695075888e+03 1.468960188819318091e+02
-1.239999999999999991e+00 1.000000000000000000e+00 1.950000000000000000e+01 1.744888745038960451e+03 1.421630774951048807e+03 1.474990198230466376e+02
2.399999999999999911e-01 1.000000000000000000e+00 -1.650000000000000000e+01 2.082786880311043660e+03 2.211431496507120755e+03 1.599496747027014010e+02
-2.399999999999999911e-01 1.000000000000000000e+00 -1.650000000000000000e+01 2.082786880314136852e+03 2.805048114570680809e+03 1.602699687733949645e+02
2.399999999999999911e-01 1.000000000000000000e+00 -1.550000000000000000e+01 1.333683031265357158e+03 1.170843636866018642e+03 1.532318632212308387e+02
-2.399999999999999911e-01 1.000000000000000000e+00 -1.550000000000000000e+01 1.333683031269730236e+03 1.304860414809545546e+03 1.505228517742405643e+02
2.399999999999999911e-01 1.000000000000000000e+00 -1.450000000000000000e+01 1.909034397285735096e+01 1.081215600724553951e+02 1.496839313248920575e+02
-2.399999999999999911e-01 1.000000000000000000e+00 -1.450000000000000000e+01 1.909034397327280530e+01 7.519293092259522382e+02 1.487255757258986080e+02
2.399999999999999911e-01 1.000000000000000000e+00 -1.350000000000000000e+01 2.968165668190660540e+02 -3.401396160321291973e+01 1.428355356148287001e+02
-2.399999999999999911e-01 1.000000000000000000e+00 -1.350000000000000000e+01 2.968165668209483101e+02 -5.662014740394561159e+02 1.387308122993951258e+02
2.399999999999999911e-01 1.000000000000000000e+00 -1.250000000000000000e+01 9.903780791217294563e+02 5.712152895349408936e+02 1.414537178616207314e+02
-2.399999999999999911e-01 1.000000000000000000e+00 -1.250000000000000000e+01 9.903780791280933045e+02 8.685236346317433345e+02 1.475566098993874391e+02
2.399999999999999911e-01 1.000000000000000000e+00 -1.050000000000000000e+01 5.472174114107730247e+02 8.931784804057097062e+02 1.567628147174099524e+02
-2.399999999999999911e-01 1.000000000000000000e+00 -1.050000000000000000e+01 5.472174114118968191e+02 6.124966759069429827e+02 1.545141452869283398e+02
2.399999999999999911e-01 1.000000000000000000e+00 1.150000000000000000e+01 1.241375494258120170e+03 8.138964061335482256e+02 1.623116155636280951e+02
-2.399999999999999911e-01 1.000000000000000000e+00 1.150000000000000000e+01 1.241375494252569752e+03 1.438832028549639290e+03 1.604464352790363364e+02
2.399999999999999911e-01 1.000000000000000000e+00 1.550000000000000000e+01 1.333683031268704553e+03 8.364267534420728225e+02 1.504937935208722593e+02
-2.399999999999999911e-01 1.000000000000000000e+00 1.550000000000000000e+01 1.333683031267264823e+03 1.347796456539220799e+03 1.513879213867907367e+02
2.399999999999999911e-01 1.000000000000000000e+00 1.650000000000000000e+01 2.082786880315095914e+03 2.014834971348441286e+03 1.613007071966124499e+02
-2.399999999999999911e-01 1.000000000000000000e+00 1.650000000000000000e+01 2.082786880311915411e+03 1.510255020463662731e+03 1.595108016813450718e+02
2.399999999999999911e-01 1.000000000000000000e+00 1.950000000000000000e+01 2.087727079357739967e+03 1.962601259482835758e+03 1.523094036176506734e+02
-2.399999999999999911e-01 1.000000000000000000e+00 1.950000000000000000e+01 2.087727079372718890e+03 2.169077804501062474e+03 1.553761618426007090e+02
1.239999999999999991e+00 1.000000000000000000e+00 -1.850000000000000000e+01 9.080832849368841835e+02 1.183265831903139770e+03 1.540528549062543391e+02
7.600000000000000089e-01 1.000000000000000000e+00 -1.850000000000000000e+01 6.761229826863389007e+02 6.953610241839760420e+02 1.567449448814114703e+02
